text,label,clean_text,stem_porter,stem_lancaster,stem_snowball,stem_regexp,lemma
wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced,3,almost mobile stores san diego note replacement sadness need get mine replaced,almost mobil store san diego note replac sad need get mine replac,almost mobl stor san diego not replac sad nee get min replac,almost mobil store san diego note replac sad need get mine replac,almost mobile stor san diego note replacement sadnes ne get mine replac,almost mobile stores san diego note replacement sadness need get mine replace
I am worried that she felt safe. #unhappy,3,worried felt safe unhappy,worri felt safe unhappi,worry felt saf unhappy,worri felt safe unhappi,worri felt safe unhappy,worried feel safe unhappy
#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the,0,every minutes give saying hope hope gone move thank,everi minut give say hope hope gone move thank,every minut giv say hop hop gon mov thank,everi minut give say hope hope gone move thank,every minut give say hope hope gone move thank,every minute give say hope hope go move thank
Nothing worse than an uber driver that can't drive. #awful,0,nothing worse user driver drive awful,noth wors user driver drive aw,noth wors us driv driv aw,noth wors user driver drive aw,noth worse user driver drive awful,nothing bad user driver drive awful
"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",0,leave rulenimber carpet cleaning furious worsethananatomicbomb accidentlyspillbeeronthecarpet,leav rulenimb carpet clean furiou worsethananatomicbomb accidentlyspillbeeronthecarpet,leav rulenimb carpet cle fury worsethananatomicbomb accidentlyspillbeeronthecarpet,leav rulenimb carpet clean furious worsethananatomicbomb accidentlyspillbeeronthecarpet,leave rulenimber carpet clean furiou worsethananatomicbomb accidentlyspillbeeronthecarpet,leave rulenimber carpet clean furious worsethananatomicbomb accidentlyspillbeeronthecarpet
Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,1,said ill say america really fortunate black people want equality revenge,said ill say america realli fortun black peopl want equal reveng,said il say americ real fortun black peopl want eq reveng,said ill say america realli fortun black peopl want equal reveng,said ill say america real fortunate black people want equality revenge,say ill say america really fortunate black people want equality revenge
@user u know ion play that shit bout my weary brother,0,know ion play shit bout weary brother,know ion play shit bout weari brother,know ion play shit bout weary broth,know ion play shit bout weari brother,know ion play shit bout weary brother,know ion play shit bout weary brother
@user @user cmode grimrail made me want to eat angry bees,0,mode grimrail made want eat angry bees,mode grimrail made want eat angri bee,mod grimrail mad want eat angry bee,mode grimrail made want eat angri bee,mode grimrail made want eat angry be,mode grimrail make want eat angry bee
Happy Birthday @user #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,1,happy birthday cheer cheerchick deep jeepgirl idriveajeep jeepjeep cheer,happi birthday cheer cheerchick deep jeepgirl idriveajeep jeepjeep cheer,happy birthday che cheerchick deep jeepgirl idriveajeep jeepjeep che,happi birthday cheer cheerchick deep jeepgirl idriveajeep jeepjeep cheer,happy birthday cheer cheerchick deep jeepgirl idriveajeep jeepjeep cheer,happy birthday cheer cheerchick deep jeepgirl idriveajeep jeepjeep cheer
"@user I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",0,assure laughter increasing anger costs arrogance westminster,assur laughter increas anger cost arrog westminst,ass laught increas ang cost arrog westminst,assur laughter increas anger cost arrog westminst,assure laughter increas anger cost arrogance westminster,assure laughter increase anger cost arrogance westminster
Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.,0,people even dealing race inequality within justice system like non extent trying aggravate,peopl even deal race inequ within justic system like non extent tri aggrav,peopl ev deal rac ineq within just system lik non ext try aggrav,peopl even deal race inequ within justic system like non extent tri aggrav,people even deal race inequality within justice system like non extent try aggravate,people even deal race inequality within justice system like non extent try aggravate
"We're in contained depression. Only new economic engine is #Sustainability, say Joel @user + @user @ #VERGEcon. #NewGrandStrategy",3,contained depression new economic engine sustainability say joel vergecon newgrandstrategy,contain depress new econom engin sustain say joel vergecon newgrandstrategi,contain depress new econom engin sustain say joel vergecon newgrandstrategy,contain depress new econom engin sustain say joel vergecon newgrandstrategi,contain depression new economic engine sustainability say joel vergecon newgrandstrategy,contain depression new economic engine sustainability say joel vergecon newgrandstrategy
@user &gt; huff louder,3,puff louder,puff louder,puff loud,puff louder,puff louder,puff louder
"@user lol I thought maybe, couldn't decide if there was levity or not",1,thought maybe decide levity,thought mayb decid leviti,thought mayb decid lev,thought mayb decid leviti,thought maybe decide levity,think maybe decide levity
There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.,0,certain clarity people angry protests national flag acts covered amendment,certain clariti peopl angri protest nation flag act cover amend,certain clar peopl angry protest nat flag act cov amend,certain clariti peopl angri protest nation flag act cover amend,certain clarity people angry protest national flag act cover amendment,certain clarity people angry protest national flag act cover amendment
I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,0,dont want pity instructor like understanding truly trying despite circumstances make discouraged,dont want piti instructor like understand truli tri despit circumst make discourag,dont want pity instruct lik understand tru try despit circumst mak disco,dont want piti instructor like understand truli tri despit circumst make discourag,dont want pity instructor like understand tru try despite circumstanc make discourag,do not want pity instructor like understanding truly try despite circumstance make discourage
"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…",1,communitysleepcoach look narcoleptic supplies make smile human amp find odd positions seek th…,communitysleepcoach look narcolept suppli make smile human amp find odd posit seek th…,communitysleepcoach look narcolept supply mak smil hum amp find od posit seek th…,communitysleepcoach look narcolept suppli make smile human amp find odd posit seek th…,communitysleepcoach look narcoleptic suppli make smile human amp find odd position seek th…,communitysleepcoach look narcoleptic supply make smile human amp find odd position seek th …
